race,age,sexe,sterilise,poids,region,freq_soins,cout_moyen
Golden Retriever,9.4,F,0,27.8,Hauts-de-France,3,221.63
Chihuahua,10.1,F,0,2.7,Autres,3,189.66
Labrador,5.7,M,0,35.3,Autres,2,371.19
Rottweiler,6.1,F,1,41.4,Nouvelle-Aquitaine,1,109.59
Yorkshire,14.8,F,1,4.8,Autres,1,220.19
Golden Retriever,10.4,M,1,27.6,Île-de-France,5,611.9
Teckel,3.2,F,1,10.5,Nouvelle-Aquitaine,1,71.75
Husky,8.1,M,1,31.9,Occitanie,4,233.39
Husky,12.4,F,1,23.4,Occitanie,4,657.69
Beagle,1.6,M,1,17.3,Île-de-France,2,475.41
Rottweiler,14.6,M,1,45.6,Île-de-France,3,885.67
Yorkshire,5.1,M,1,3.9,Auvergne-Rhône-Alpes,0,353.68
Labrador,10.0,M,0,24.8,Autres,1,62.01
Husky,9.4,M,1,23.9,Nouvelle-Aquitaine,2,26.4
Husky,7.4,M,1,20.9,Auvergne-Rhône-Alpes,0,142.55
Bouledogue français,1.1,F,0,10.6,Auvergne-Rhône-Alpes,0,159.25
Golden Retriever,8.3,M,1,30.7,Autres,4,313.79
Husky,7.3,M,1,32.3,Autres,2,235.77
Chihuahua,5.2,F,1,3.7,Hauts-de-France,2,183.93
Yorkshire,14.7,M,0,3.7,Hauts-de-France,1,619.16
Caniche,2.3,M,1,8.8,Nouvelle-Aquitaine,3,44.66
Bouledogue français,12.1,F,0,11.5,Autres,2,345.14
Croisé,0.7,M,1,18.8,Hauts-de-France,3,279.57
Yorkshire,6.9,M,0,4.7,Auvergne-Rhône-Alpes,0,96.6
Labrador,13.3,F,1,29.4,Nouvelle-Aquitaine,1,419.23
Labrador,13.2,F,0,28.1,Hauts-de-France,0,468.88
Chihuahua,5.3,F,1,2.4,Île-de-France,0,140.36
Rottweiler,2.9,M,1,44.5,Hauts-de-France,1,856.62
Croisé,3.0,F,1,13.7,Occitanie,1,406.88
Rottweiler,1.9,M,1,57.4,Autres,1,126.52
Caniche,9.5,F,1,9.2,Hauts-de-France,2,104.4
Labrador,5.2,F,1,24.1,Autres,1,645.05
Beagle,12.1,F,1,16.7,Nouvelle-Aquitaine,5,144.61
Caniche,6.3,M,1,10.6,Autres,0,72.3
Croisé,11.1,F,1,24.9,Hauts-de-France,2,324.89
Teckel,5.6,M,0,10.5,Île-de-France,0,84.32
Beagle,4.2,M,1,13.4,Nouvelle-Aquitaine,1,126.09
Beagle,9.3,M,1,18.4,Nouvelle-Aquitaine,1,393.41
Bouledogue français,6.5,M,0,16.5,Autres,0,117.88
Berger Allemand,7.3,F,0,33.4,Île-de-France,1,927.01
Chihuahua,13.0,M,1,2.4,Auvergne-Rhône-Alpes,3,84.4
Croisé,12.0,F,0,16.5,Hauts-de-France,2,218.56
Husky,8.0,F,1,29.7,Nouvelle-Aquitaine,2,289.88
Chihuahua,0.8,M,1,3.4,Hauts-de-France,1,313.18
Husky,11.2,M,0,32.8,Occitanie,0,585.13
Labrador,13.6,F,1,29.0,Hauts-de-France,2,213.56
Yorkshire,9.5,F,1,4.6,Hauts-de-France,3,173.83
Bouledogue français,14.5,F,1,12.8,Auvergne-Rhône-Alpes,2,159.84
Caniche,6.4,M,1,8.5,Autres,2,213.37
Chihuahua,10.0,F,0,3.1,Occitanie,4,128.97
Yorkshire,12.9,F,0,5.5,Autres,4,200.7
Bouledogue français,1.4,M,1,16.0,Autres,1,76.29
Labrador,14.2,F,1,33.4,Île-de-France,2,1273.47
Beagle,13.0,M,1,18.3,Autres,0,417.33
Chihuahua,3.2,F,1,2.8,Occitanie,1,172.54
Labrador,12.7,M,1,31.7,Hauts-de-France,3,850.76
Caniche,5.6,F,1,9.7,Occitanie,2,189.44
Golden Retriever,8.4,M,0,33.7,Nouvelle-Aquitaine,1,396.04
Rottweiler,2.5,F,0,36.5,Auvergne-Rhône-Alpes,0,784.28
Berger Allemand,6.5,F,0,43.9,Auvergne-Rhône-Alpes,1,84.83
Berger Allemand,10.1,F,1,33.5,Île-de-France,3,404.12
Rottweiler,8.5,F,1,35.9,Autres,5,173.45
Teckel,5.9,F,1,9.3,Auvergne-Rhône-Alpes,0,432.39
Berger Allemand,10.5,M,1,32.6,Auvergne-Rhône-Alpes,1,400.95
Beagle,5.2,M,1,18.4,Autres,2,158.34
Rottweiler,0.6,F,1,49.4,Occitanie,0,515.59
Caniche,8.6,M,0,8.3,Autres,4,179.52
Yorkshire,2.9,F,1,3.8,Occitanie,1,196.46
Berger Allemand,3.0,M,0,32.5,Hauts-de-France,0,175.19
Croisé,11.7,F,1,11.7,Île-de-France,3,142.61
Yorkshire,9.1,F,0,3.1,Hauts-de-France,3,86.94
Labrador,6.0,M,0,31.5,Auvergne-Rhône-Alpes,0,668.28
Teckel,14.2,M,1,9.3,Auvergne-Rhône-Alpes,0,233.6
Husky,11.6,M,0,28.8,Auvergne-Rhône-Alpes,4,1437.13
Husky,2.7,F,1,30.9,Hauts-de-France,1,200.34
Croisé,9.2,M,1,17.9,Autres,2,184.08
Yorkshire,6.5,M,1,4.3,Autres,0,274.45
Teckel,1.8,M,0,8.3,Autres,1,59.4
Chihuahua,2.1,F,1,3.0,Auvergne-Rhône-Alpes,2,377.42
Golden Retriever,13.8,F,0,43.6,Autres,4,418.98
Labrador,1.8,F,1,22.5,Auvergne-Rhône-Alpes,0,611.5
Chihuahua,13.7,M,0,3.2,Nouvelle-Aquitaine,3,370.55
Yorkshire,5.4,F,1,3.7,Hauts-de-France,1,334.48
Caniche,9.7,F,1,7.3,Autres,1,386.88
Labrador,14.5,M,0,26.2,Auvergne-Rhône-Alpes,3,165.2
Husky,7.9,F,0,31.6,Auvergne-Rhône-Alpes,0,123.33
Croisé,11.2,F,1,16.5,Occitanie,3,403.36
Golden Retriever,2.2,F,1,31.2,Autres,1,677.14
Teckel,12.8,M,1,7.9,Occitanie,3,166.12
Caniche,3.6,M,1,10.4,Île-de-France,2,336.32
Croisé,3.3,M,0,19.7,Île-de-France,1,457.75
Yorkshire,9.2,M,1,4.3,Hauts-de-France,6,393.87
Rottweiler,6.4,F,0,55.2,Hauts-de-France,2,323.59
Caniche,11.4,F,1,12.0,Auvergne-Rhône-Alpes,0,221.04
Husky,11.2,F,1,31.6,Autres,2,1167.44
Husky,10.3,M,1,29.5,Hauts-de-France,1,1131.93
Golden Retriever,12.6,F,0,31.4,Auvergne-Rhône-Alpes,2,191.64
Golden Retriever,6.7,M,0,33.0,Île-de-France,1,270.23
Bouledogue français,5.5,F,0,11.8,Hauts-de-France,1,226.58
Beagle,8.0,F,1,17.4,Hauts-de-France,1,162.28
Bouledogue français,1.3,F,0,11.0,Hauts-de-France,0,165.22
Beagle,8.6,F,1,14.0,Auvergne-Rhône-Alpes,0,266.47
Bouledogue français,0.7,M,1,12.7,Nouvelle-Aquitaine,0,507.01
Berger Allemand,8.3,M,1,37.4,Hauts-de-France,1,467.65
Croisé,10.3,M,1,23.6,Nouvelle-Aquitaine,2,243.58
Chihuahua,14.8,F,0,3.1,Occitanie,2,128.02
Croisé,6.0,F,1,20.1,Nouvelle-Aquitaine,1,603.05
Bouledogue français,14.1,M,1,14.7,Hauts-de-France,3,649.37
Labrador,3.5,M,0,25.4,Hauts-de-France,1,120.07
Berger Allemand,6.8,M,1,26.0,Occitanie,1,654.76
Rottweiler,2.4,F,1,39.8,Auvergne-Rhône-Alpes,1,193.25
Chihuahua,6.3,M,1,2.4,Autres,1,341.9
Chihuahua,4.6,F,1,3.5,Auvergne-Rhône-Alpes,1,145.71
Labrador,8.0,M,1,36.5,Nouvelle-Aquitaine,3,415.92
Labrador,10.6,F,1,31.5,Auvergne-Rhône-Alpes,1,1115.75
Yorkshire,2.8,F,0,3.5,Nouvelle-Aquitaine,2,24.81
Golden Retriever,4.8,F,1,29.1,Nouvelle-Aquitaine,0,206.31
Berger Allemand,0.6,F,1,34.6,Hauts-de-France,0,211.02
Labrador,8.1,M,1,29.6,Autres,2,140.53
Chihuahua,2.1,F,1,3.0,Hauts-de-France,2,139.14
Berger Allemand,2.6,F,0,31.7,Île-de-France,0,440.21
Labrador,11.1,M,1,27.2,Nouvelle-Aquitaine,1,338.3
Yorkshire,12.0,M,1,4.3,Occitanie,5,617.03
Berger Allemand,14.9,M,1,36.8,Île-de-France,1,550.13
Berger Allemand,8.0,M,1,34.2,Auvergne-Rhône-Alpes,2,104.09
Croisé,7.5,M,1,16.5,Occitanie,2,305.83
Teckel,3.2,M,1,6.1,Auvergne-Rhône-Alpes,1,317.43
Bouledogue français,13.1,F,1,14.3,Auvergne-Rhône-Alpes,1,132.0
Labrador,14.4,M,1,21.5,Autres,2,191.57
Caniche,2.0,M,0,10.1,Île-de-France,0,247.15
Yorkshire,6.5,F,1,4.7,Nouvelle-Aquitaine,1,270.09
Caniche,7.6,M,1,12.4,Autres,2,107.71
Caniche,14.3,M,0,11.8,Hauts-de-France,1,56.79
Chihuahua,4.4,M,1,3.0,Auvergne-Rhône-Alpes,0,113.67
Beagle,14.3,M,1,14.6,Hauts-de-France,1,192.05
Golden Retriever,11.3,M,0,29.3,Île-de-France,4,285.13
Caniche,4.9,M,1,12.5,Nouvelle-Aquitaine,2,138.84
Croisé,8.2,F,0,15.0,Autres,2,375.3
Beagle,8.4,F,1,10.9,Occitanie,1,170.55
Bouledogue français,4.2,M,1,9.8,Île-de-France,0,188.5
Caniche,12.2,F,1,10.0,Nouvelle-Aquitaine,3,141.35
Caniche,1.7,F,1,9.3,Auvergne-Rhône-Alpes,1,36.43
Caniche,2.6,F,1,8.5,Hauts-de-France,3,162.1
Husky,9.5,F,0,32.9,Auvergne-Rhône-Alpes,5,340.63
Yorkshire,15.0,M,1,4.6,Hauts-de-France,3,360.1
Bouledogue français,13.3,M,0,11.0,Nouvelle-Aquitaine,3,223.93
Bouledogue français,7.2,F,1,10.8,Auvergne-Rhône-Alpes,6,56.83
Croisé,1.3,M,0,21.3,Occitanie,5,144.03
Caniche,12.7,M,0,8.0,Île-de-France,0,306.08
Berger Allemand,11.5,F,1,24.8,Autres,1,179.02
Caniche,3.2,F,0,10.2,Hauts-de-France,1,108.85
Caniche,3.4,M,0,9.9,Île-de-France,0,308.78
Beagle,11.3,M,1,13.0,Auvergne-Rhône-Alpes,0,211.63
Berger Allemand,9.5,M,1,28.2,Nouvelle-Aquitaine,3,131.97
Bouledogue français,1.3,M,1,9.5,Nouvelle-Aquitaine,1,352.91
Labrador,10.8,M,0,29.9,Nouvelle-Aquitaine,0,239.1
Beagle,7.8,F,0,12.2,Occitanie,1,420.3
Husky,5.0,M,1,24.0,Hauts-de-France,1,78.77
Yorkshire,13.2,M,0,4.0,Auvergne-Rhône-Alpes,3,270.13
Caniche,5.4,M,0,8.5,Auvergne-Rhône-Alpes,1,185.05
Berger Allemand,1.9,F,0,32.4,Nouvelle-Aquitaine,3,692.17
Yorkshire,2.0,F,1,4.7,Nouvelle-Aquitaine,1,167.18
Teckel,10.4,F,1,7.8,Occitanie,4,241.27
Labrador,8.8,F,1,32.9,Auvergne-Rhône-Alpes,2,133.74
Bouledogue français,11.0,M,0,11.9,Auvergne-Rhône-Alpes,1,210.09
Teckel,10.0,M,1,7.7,Auvergne-Rhône-Alpes,3,311.3
Croisé,3.9,F,1,18.5,Nouvelle-Aquitaine,2,203.14
Husky,6.0,F,0,28.1,Auvergne-Rhône-Alpes,1,357.98
Yorkshire,1.3,F,0,4.8,Île-de-France,1,315.84
Berger Allemand,7.0,F,1,41.8,Occitanie,1,225.89
Labrador,14.9,F,1,24.9,Hauts-de-France,3,76.24
Bouledogue français,2.6,F,0,11.4,Nouvelle-Aquitaine,0,263.84
Croisé,9.5,F,0,21.8,Île-de-France,2,193.65
Teckel,0.8,F,1,7.7,Occitanie,2,167.69
Yorkshire,6.1,F,0,3.6,Hauts-de-France,2,125.52
Teckel,7.0,M,1,6.2,Hauts-de-France,2,374.38
Chihuahua,13.1,F,1,2.9,Auvergne-Rhône-Alpes,1,847.46
Caniche,12.6,F,1,11.1,Nouvelle-Aquitaine,0,893.92
Bouledogue français,14.0,M,1,11.5,Hauts-de-France,4,232.13
Husky,14.8,F,0,25.7,Île-de-France,3,1361.0
Chihuahua,10.3,M,1,2.9,Nouvelle-Aquitaine,2,100.43
Yorkshire,12.1,M,0,3.9,Autres,0,260.08
Labrador,5.4,M,1,31.3,Occitanie,2,325.11
Caniche,5.0,M,1,9.4,Hauts-de-France,2,412.54
Chihuahua,13.7,F,0,3.2,Occitanie,3,258.3
Labrador,8.7,F,1,26.9,Île-de-France,3,104.29
Teckel,14.0,M,1,8.0,Auvergne-Rhône-Alpes,2,179.69
Bouledogue français,11.6,F,1,12.3,Île-de-France,2,741.24
Labrador,8.0,M,1,32.8,Hauts-de-France,2,519.42
Golden Retriever,8.4,F,0,34.8,Hauts-de-France,1,351.26
Croisé,5.7,F,1,16.2,Île-de-France,2,435.93
Husky,1.1,M,1,32.3,Auvergne-Rhône-Alpes,0,635.93
Rottweiler,3.3,M,1,48.1,Île-de-France,2,379.47
Rottweiler,5.3,M,1,43.9,Occitanie,0,410.03
Golden Retriever,14.7,F,1,39.0,Occitanie,1,128.75
Labrador,8.4,F,0,28.8,Occitanie,3,338.43
Bouledogue français,1.6,M,0,9.1,Occitanie,1,193.24
Husky,12.4,F,1,28.2,Autres,2,156.49
Golden Retriever,1.7,F,0,27.6,Autres,2,2.75
Caniche,10.2,M,0,9.4,Nouvelle-Aquitaine,0,230.51
Croisé,9.0,M,0,24.5,Hauts-de-France,1,613.56
Husky,8.2,F,0,27.4,Occitanie,1,304.74
Husky,9.6,M,0,28.9,Nouvelle-Aquitaine,1,224.58
Croisé,13.9,F,0,21.2,Hauts-de-France,1,88.67
Berger Allemand,2.6,M,1,33.7,Île-de-France,0,437.24
Labrador,13.3,F,0,35.7,Auvergne-Rhône-Alpes,3,132.37
Caniche,4.8,F,0,9.1,Hauts-de-France,0,184.22
Golden Retriever,14.2,F,1,36.7,Autres,1,170.78
Teckel,14.0,M,1,8.0,Autres,2,119.6
Yorkshire,5.8,F,0,4.7,Hauts-de-France,0,351.33
Labrador,7.8,M,0,21.6,Nouvelle-Aquitaine,1,48.3
Yorkshire,1.9,F,1,3.2,Île-de-France,2,251.52
Labrador,13.4,M,0,34.0,Auvergne-Rhône-Alpes,3,334.07
Caniche,2.8,M,1,10.8,Auvergne-Rhône-Alpes,0,144.52
Teckel,5.6,M,1,9.1,Hauts-de-France,1,54.24
Caniche,3.3,F,1,11.2,Occitanie,0,77.87
Chihuahua,6.8,M,0,2.1,Île-de-France,0,216.14
Golden Retriever,10.6,M,0,31.4,Autres,3,1090.68
Caniche,7.8,F,0,9.9,Nouvelle-Aquitaine,4,84.26
Husky,9.9,F,1,25.6,Occitanie,2,354.01
Rottweiler,3.9,M,1,48.8,Autres,0,200.77
Chihuahua,3.3,F,1,2.9,Nouvelle-Aquitaine,0,306.74
Golden Retriever,12.5,M,0,38.2,Occitanie,3,402.43
Rottweiler,7.1,M,0,55.1,Nouvelle-Aquitaine,4,931.19
Chihuahua,12.5,F,1,3.5,Autres,1,269.83
Teckel,2.0,M,1,8.6,Île-de-France,3,165.63
Golden Retriever,11.4,F,0,37.8,Nouvelle-Aquitaine,2,1030.59
Teckel,12.0,F,1,7.8,Île-de-France,2,47.11
Croisé,3.5,M,0,17.8,Île-de-France,1,480.81
Caniche,14.8,M,0,11.3,Auvergne-Rhône-Alpes,2,406.32
Teckel,4.2,M,1,6.1,Nouvelle-Aquitaine,2,300.24
Golden Retriever,1.0,M,0,36.8,Auvergne-Rhône-Alpes,2,456.1
Yorkshire,13.6,M,0,3.7,Hauts-de-France,1,164.47
Chihuahua,14.2,M,1,2.8,Auvergne-Rhône-Alpes,3,347.31
Caniche,14.5,F,1,8.5,Nouvelle-Aquitaine,1,221.15
Bouledogue français,5.7,F,0,11.4,Autres,2,111.35
Husky,10.7,M,0,32.0,Nouvelle-Aquitaine,1,383.82
Yorkshire,1.7,F,1,4.1,Île-de-France,2,178.3
Croisé,0.9,M,1,21.4,Autres,1,407.52
Teckel,7.3,M,0,8.3,Hauts-de-France,1,308.48
Berger Allemand,8.5,F,0,39.2,Autres,3,158.47
Berger Allemand,5.4,F,1,40.6,Île-de-France,0,1090.78
Teckel,5.3,M,1,6.9,Île-de-France,0,481.06
Berger Allemand,13.3,M,0,43.8,Île-de-France,2,294.62
Yorkshire,6.6,M,1,4.1,Île-de-France,1,114.83
Beagle,7.8,M,1,15.6,Autres,2,156.74
Teckel,5.7,F,0,8.5,Occitanie,0,269.33
Croisé,11.7,M,1,22.0,Île-de-France,1,441.62
Husky,2.4,F,1,31.2,Nouvelle-Aquitaine,1,234.33
Caniche,8.2,M,0,8.0,Hauts-de-France,2,165.32
Chihuahua,12.4,F,0,3.2,Autres,2,505.97
Bouledogue français,14.2,F,0,11.8,Hauts-de-France,4,122.48
Golden Retriever,11.0,F,1,25.5,Auvergne-Rhône-Alpes,2,314.87
Teckel,4.1,F,0,8.7,Hauts-de-France,1,29.66
Yorkshire,4.9,F,0,4.8,Autres,0,89.68
Golden Retriever,4.1,F,1,34.5,Hauts-de-France,1,1546.63
Chihuahua,3.9,M,0,2.3,Hauts-de-France,1,38.92
Croisé,10.3,F,0,22.5,Auvergne-Rhône-Alpes,2,851.36
Yorkshire,0.6,M,0,4.2,Auvergne-Rhône-Alpes,1,202.75
Golden Retriever,7.7,F,1,34.3,Nouvelle-Aquitaine,1,223.68
Labrador,1.6,M,1,26.4,Hauts-de-France,1,349.92
Golden Retriever,0.6,M,1,38.0,Nouvelle-Aquitaine,0,731.51
Beagle,14.1,M,1,17.4,Île-de-France,3,428.31
Rottweiler,11.0,F,1,36.8,Île-de-France,2,743.46
Rottweiler,4.7,M,1,41.5,Nouvelle-Aquitaine,3,197.4
Husky,4.7,M,1,28.5,Autres,1,183.45
Bouledogue français,9.0,M,0,8.4,Hauts-de-France,7,229.03
Chihuahua,10.5,M,0,3.0,Hauts-de-France,0,75.6
Husky,5.8,M,1,25.9,Île-de-France,0,995.34
Berger Allemand,1.9,M,0,35.2,Nouvelle-Aquitaine,0,883.49
Husky,13.0,M,1,29.9,Nouvelle-Aquitaine,3,414.42
Croisé,14.5,F,1,15.3,Hauts-de-France,2,117.75
Teckel,2.8,F,1,7.6,Auvergne-Rhône-Alpes,1,50.77
Husky,6.8,M,1,24.3,Hauts-de-France,3,342.68
Beagle,13.7,M,1,10.7,Auvergne-Rhône-Alpes,1,323.57
Croisé,4.3,M,0,16.3,Hauts-de-France,0,75.89
Caniche,3.3,F,1,8.9,Hauts-de-France,0,278.57
Husky,0.6,F,0,27.7,Hauts-de-France,2,716.54
Bouledogue français,7.5,M,1,12.2,Auvergne-Rhône-Alpes,4,688.82
Caniche,3.8,M,1,6.1,Île-de-France,1,118.04
Teckel,11.4,F,1,8.8,Autres,0,185.14
Golden Retriever,13.2,M,0,24.9,Île-de-France,4,225.68
Chihuahua,7.4,F,1,2.1,Auvergne-Rhône-Alpes,3,167.78
Chihuahua,13.3,F,0,3.1,Occitanie,0,147.42
Golden Retriever,5.7,F,1,32.4,Île-de-France,1,422.59
Bouledogue français,4.8,F,1,14.5,Autres,1,64.1
Caniche,9.8,M,1,9.4,Occitanie,1,84.9
Caniche,8.3,F,0,9.3,Île-de-France,2,493.39
Golden Retriever,12.1,M,0,27.0,Autres,3,26.08
Berger Allemand,11.6,M,0,29.0,Occitanie,0,737.4
Husky,3.3,M,0,27.0,Île-de-France,1,469.45
Beagle,6.3,M,0,16.7,Autres,4,59.13
Rottweiler,11.9,M,1,54.8,Île-de-France,0,416.49
Rottweiler,7.0,M,1,33.2,Occitanie,2,289.84
Husky,13.7,F,0,36.4,Nouvelle-Aquitaine,2,202.0
Husky,3.2,M,0,27.3,Nouvelle-Aquitaine,0,301.7
Croisé,4.8,M,0,15.4,Occitanie,0,430.55
Golden Retriever,11.5,M,0,26.7,Nouvelle-Aquitaine,4,337.85
Husky,13.3,M,1,19.7,Hauts-de-France,2,618.83
Rottweiler,0.7,M,1,45.3,Hauts-de-France,0,901.2
Chihuahua,1.5,M,1,3.0,Auvergne-Rhône-Alpes,1,480.8
Caniche,11.2,M,0,9.3,Île-de-France,2,144.96
Labrador,9.6,F,0,33.9,Hauts-de-France,0,955.46
Berger Allemand,13.4,F,1,28.2,Occitanie,2,1160.35
Croisé,7.7,M,1,21.7,Occitanie,1,171.93
Teckel,13.4,M,1,9.1,Auvergne-Rhône-Alpes,0,289.89
Croisé,6.3,M,0,20.0,Nouvelle-Aquitaine,0,216.46
Labrador,9.1,M,0,21.1,Autres,3,435.07
Rottweiler,3.8,M,1,41.8,Auvergne-Rhône-Alpes,3,358.32
Yorkshire,11.5,F,1,4.3,Auvergne-Rhône-Alpes,1,64.56
Teckel,2.1,M,1,8.0,Occitanie,2,242.81
Rottweiler,8.4,M,1,45.3,Auvergne-Rhône-Alpes,1,305.96
Croisé,7.4,M,1,22.9,Autres,4,50.1
Teckel,7.5,M,0,8.3,Nouvelle-Aquitaine,4,124.88
Berger Allemand,6.9,M,0,35.4,Île-de-France,1,301.99
Husky,5.2,F,0,22.9,Auvergne-Rhône-Alpes,2,341.13
Caniche,1.2,M,0,9.5,Île-de-France,5,263.49
Chihuahua,7.6,F,1,3.0,Occitanie,1,429.77
Croisé,4.7,M,1,15.9,Nouvelle-Aquitaine,0,397.64
Chihuahua,1.0,F,1,2.6,Île-de-France,1,165.13
Beagle,13.1,F,1,14.3,Île-de-France,1,504.83
Teckel,1.9,M,0,8.9,Île-de-France,0,490.86
Chihuahua,7.9,F,0,3.0,Autres,3,155.56
Husky,1.6,M,1,25.5,Hauts-de-France,2,540.66
Bouledogue français,7.5,F,0,9.7,Île-de-France,1,346.25
Teckel,6.6,M,0,8.8,Occitanie,1,379.92
Caniche,14.8,M,1,11.7,Auvergne-Rhône-Alpes,1,864.15
Croisé,11.2,F,0,17.2,Occitanie,0,110.14
Croisé,8.8,F,1,23.2,Occitanie,3,88.46
Croisé,8.0,M,1,25.6,Auvergne-Rhône-Alpes,2,496.1
Golden Retriever,6.2,M,0,27.7,Hauts-de-France,1,655.63
Bouledogue français,3.6,F,0,9.7,Occitanie,0,160.0
Chihuahua,1.0,M,1,3.1,Nouvelle-Aquitaine,3,178.56
Berger Allemand,2.2,M,1,38.2,Auvergne-Rhône-Alpes,0,501.39
Chihuahua,14.4,F,0,3.2,Île-de-France,0,427.28
Chihuahua,6.1,M,1,2.3,Occitanie,1,265.48
Rottweiler,8.9,M,1,45.9,Auvergne-Rhône-Alpes,0,216.8
Golden Retriever,2.5,F,0,40.0,Hauts-de-France,2,182.25
Beagle,13.0,M,0,13.0,Autres,4,134.62
Berger Allemand,2.3,M,1,34.4,Auvergne-Rhône-Alpes,0,586.31
Chihuahua,3.2,F,1,3.5,Auvergne-Rhône-Alpes,0,191.24
Husky,11.9,F,0,29.4,Île-de-France,5,544.31
Berger Allemand,2.2,M,0,37.6,Île-de-France,1,817.93
Rottweiler,4.7,M,0,55.3,Autres,2,308.25
Golden Retriever,10.7,M,1,32.5,Nouvelle-Aquitaine,2,946.44
Husky,12.4,F,1,24.6,Île-de-France,2,96.39
Bouledogue français,5.8,F,1,12.5,Île-de-France,3,78.29
Rottweiler,10.3,M,1,36.2,Île-de-France,4,363.34
Chihuahua,2.2,M,1,3.3,Occitanie,0,62.42
Bouledogue français,8.9,M,1,10.2,Hauts-de-France,2,359.43
Rottweiler,12.7,F,0,41.8,Nouvelle-Aquitaine,4,577.57
Chihuahua,7.9,F,0,3.4,Île-de-France,3,186.54
Labrador,1.1,F,0,21.2,Hauts-de-France,1,161.91
Chihuahua,8.0,F,1,2.7,Nouvelle-Aquitaine,1,180.75
Teckel,12.2,F,1,7.1,Hauts-de-France,4,300.36
Labrador,9.8,F,1,35.3,Hauts-de-France,4,265.84
Berger Allemand,1.6,M,1,47.2,Occitanie,1,704.14
Teckel,3.0,F,0,9.9,Île-de-France,0,304.32
Teckel,14.1,M,1,6.7,Hauts-de-France,3,493.91
Golden Retriever,12.0,M,1,30.3,Nouvelle-Aquitaine,0,407.49
Yorkshire,3.9,F,1,4.3,Hauts-de-France,0,70.42
Labrador,8.5,M,0,33.4,Autres,0,458.16
Chihuahua,14.0,M,1,3.3,Autres,2,188.47
Berger Allemand,2.4,M,0,28.8,Auvergne-Rhône-Alpes,1,437.23
Rottweiler,7.0,F,0,63.3,Nouvelle-Aquitaine,3,967.38
Beagle,8.9,M,1,15.0,Île-de-France,4,444.21
Berger Allemand,5.3,M,1,35.1,Hauts-de-France,1,373.99
Rottweiler,9.8,M,1,52.2,Autres,2,455.44
Chihuahua,6.7,M,1,2.8,Île-de-France,0,91.66
Beagle,7.1,F,0,15.1,Nouvelle-Aquitaine,2,51.59
Bouledogue français,6.8,F,0,12.3,Occitanie,1,367.48
Husky,8.6,M,1,26.9,Occitanie,2,117.03
Caniche,13.2,M,1,12.4,Occitanie,3,481.56
Bouledogue français,10.4,M,1,9.7,Occitanie,2,399.24
Yorkshire,3.9,M,1,2.9,Auvergne-Rhône-Alpes,1,353.65
Golden Retriever,5.7,M,1,28.1,Occitanie,2,698.11
Caniche,9.9,F,1,13.2,Auvergne-Rhône-Alpes,1,39.43
Teckel,14.2,M,1,9.7,Île-de-France,3,282.0
Berger Allemand,13.3,F,0,39.4,Occitanie,0,303.75
Beagle,4.7,M,0,17.7,Occitanie,1,442.06
Rottweiler,10.4,M,1,56.9,Hauts-de-France,1,261.54
Labrador,5.1,M,1,26.5,Occitanie,0,365.94
Yorkshire,9.2,F,0,4.0,Île-de-France,2,82.42
Husky,9.9,M,0,22.8,Île-de-France,1,1016.39
Caniche,13.5,M,1,10.7,Nouvelle-Aquitaine,3,610.92
Husky,14.1,M,1,23.5,Occitanie,0,59.17
Caniche,3.4,M,1,9.5,Occitanie,2,43.7
Rottweiler,10.5,M,0,48.6,Auvergne-Rhône-Alpes,2,668.63
Rottweiler,10.9,F,0,45.9,Île-de-France,2,1187.29
Teckel,1.3,F,1,8.6,Hauts-de-France,1,332.29
Yorkshire,12.7,F,1,3.4,Île-de-France,1,135.08
Caniche,1.4,F,1,10.9,Auvergne-Rhône-Alpes,4,222.08
Chihuahua,4.4,F,1,3.6,Occitanie,1,121.85
Croisé,10.0,F,0,19.5,Autres,2,89.4
Bouledogue français,7.5,M,1,8.9,Nouvelle-Aquitaine,4,720.12
Husky,5.9,M,1,26.5,Occitanie,0,208.01
Labrador,14.3,M,1,27.1,Nouvelle-Aquitaine,1,108.81
Beagle,13.6,F,1,19.6,Nouvelle-Aquitaine,3,78.28
Yorkshire,14.5,M,1,4.9,Auvergne-Rhône-Alpes,0,398.01
Husky,10.1,F,0,24.2,Auvergne-Rhône-Alpes,1,690.48
Berger Allemand,10.3,M,1,31.1,Île-de-France,2,404.32
Croisé,9.3,M,1,18.7,Nouvelle-Aquitaine,3,351.83
Husky,6.3,F,0,25.3,Île-de-France,1,451.45
Teckel,8.2,M,0,8.7,Occitanie,4,106.26
Rottweiler,14.1,F,0,55.3,Occitanie,1,1518.5
Rottweiler,4.7,F,0,39.8,Occitanie,0,274.85
Husky,5.3,M,1,25.0,Île-de-France,0,454.01
Beagle,10.3,M,1,18.2,Occitanie,5,211.23
Croisé,11.1,F,1,16.6,Occitanie,2,118.56
Labrador,5.5,F,1,31.3,Auvergne-Rhône-Alpes,0,43.1
Berger Allemand,10.7,M,0,37.5,Autres,1,231.44
Caniche,10.4,M,0,9.8,Hauts-de-France,3,161.27
Husky,2.0,M,1,23.5,Île-de-France,1,193.64
Croisé,5.1,F,1,24.1,Nouvelle-Aquitaine,0,255.75
Teckel,1.5,F,1,8.1,Nouvelle-Aquitaine,1,481.5
